frequency,character,canto,definition,radical,stroke_count,pinyin
948,油,jau4,"oil, fat, grease, lard; paints",水,8,yóu
949,疗,liu4,"be healed, cured, recover",疒,7,liáo
950,旅,leoi5,"trip, journey; travel; traveler",方,10,lǚ
951,泽,zaak6,"marsh, swamp; grace, brilliance",水,8,zé
952,材,coi4,"material, stuff; timber; talent",木,7,cái
953,灭,mit6,"extinguish; wipe out, exterminate",火,5,miè
954,逐,zuk6,"chase, expel; one by one",辵,10,zhú
955,莫,mok6,"do not, is not, can not; negative",艸,10,mò
956,笔,bat.1,writing brush; write; stroke,竹,10,bǐ
957,亡,mong4,"death, destroyed; lose, perish",亠,3,wáng
958,鲜,sin1,fresh; delicious; attractive,魚,14,xiān
959,词,ci4,"words; phrase, expression",言,7,cí
960,圣,sing3,"holy, sacred",土,5,shèng
961,择,zaak6,"select, choose, pick out",手,8,zé
962,寻,cam4,"seek, search, look for; ancient",彐,6,xún
963,厂,cong2,"factory, workshop; radical 27",厂,2,chǎng
964,睡,seoi6,"sleep, doze",目,13,shuì
965,博,bok3,"gamble, play games; wide, broad",十,12,bó
966,勒,lak6,"strangle, tighten",力,11,lēi
967,烟,jin1,"smoke, soot; opium; tobacco, cigarettes",火,10,yān
968,授,sau6,"give to, transmit; confer",手,11,shòu
969,诺,nok6,"promise; assent, approve",言,10,nuò
970,伦,leon4,normal human relationships,人,6,lún
971,岸,ngon.6,"bank, shore; beach, coast",山,8,àn
972,奥,ou.3,"mysterious, obscure, profound",大,12,ào
973,唐,tong4,Tang dynasty; Chinese,口,10,táng
974,卖,maai6,sell; betray; show off,十,8,mài
975,俄,ngo4,"sudden(ly), soon; Russian",人,9,é
976,炸,zaa3,to fry in oil; to scald; to explode,火,9,zhà
977,载,zoi3,"load; carry; transport, convey",戈,10,zài
978,洛,lok6,river in Shanxi province; city,水,9,luò
979,健,gin6,"strong, robust, healthy; strength",人,10,jiàn
980,堂,tong4,hall; government office,土,11,táng
981,旁,pong4,"side; by side, close by, near",方,10,páng
982,宫,gung1,palace,宀,9,gōng
983,喝,hot3,"drink; shout, call out",口,12,hē
984,借,ze3,borrow; lend; make pretext of,人,10,jiè
985,君,gwan1,"sovereign, monarch, ruler, chief, prince",口,7,jūn
986,禁,gam3,"restrict, prohibit, forbid",示,13,jìn
987,阴,jam1,,阜,6,yīn
988,园,jyun4,"garden; park, orchard",囗,7,yuán
989,谋,mau4,"plan, scheme; strategem",言,11,móu
990,宋,sung3,Song dynasty; surname,宀,7,sòng
991,避,bei.6,avoid; turn aside; escape; hide,辵,16,bì
992,抓,zaa1,"scratch; clutch, seize, grab",手,7,zhuā
993,荣,wing4,"glory, honor; flourish, prosper",艸,9,róng
994,姑,gu1,,女,8,gū
995,孙,syun1,"grandchild, descendent; surname",子,6,sūn
996,逃,tou4,"escape, flee; abscond, dodge",辵,9,táo
997,牙,ngaa4,"tooth, molars, teeth; serrated",牙,4,yá
998,束,cuk1,"bind, control, restrain; bale",木,7,shù
999,跳,tiu3,"jump, leap, vault, bounce; dance",足,13,tiào
1000,顶,ding2,"top, summit, peak; to carry on the head",頁,8,dǐng
1001,玉,juk6,"jade, precious stone, gem",玉,5,yù
1002,镇,zan3,"town, market place; suppress",金,15,zhèn
1003,雪,syut3,"snow; wipe away shame, avenge",雨,11,xuě
1004,午,ng5,noon; 7th terrestrial branch,十,4,wǔ
1005,练,lin6,"to practice, drill, exercise, train",糸,8,liàn
1006,迫,bik1,"coerce, force, compel; urgent",辵,8,pò
1007,爷,je4,"father, grandfather",父,6,yé
1008,篇,pin1,"chapter, section, essay, article",竹,15,piān
1009,肉,juk6,flesh; meat; KangXi radical 130,肉,6,ròu
1010,嘴,zeoi2,"mouth, lips",口,16,zuǐ
1011,馆,gun2,public building,食,11,guǎn
1012,遍,pin.3,"everywhere, all over, throughout",辵,12,biàn
1013,凡,faan4,"all, any, every; ordinary, common",几,3,fán
1014,础,co2,"foundation stone, plinth",石,10,chǔ
1015,洞,dung6,"cave, grotto; ravine; hole",水,9,dòng
1016,卷,gyun2,scroll; curl; make a comeback,卩,8,juǎn
1017,坦,taan2,"flat, smooth; self-possessed",土,8,tǎn
1018,牛,ngau4,"cow, ox, bull; KangXi radical93",牛,4,niú
1019,宁,ning4,"calm, peaceful, serene; healthy",宀,5,níng
1020,纸,zi2,paper,糸,7,zhǐ
1021,诸,zyu1,"various, all, these; surname",言,10,zhū
1022,训,fan3,"teach, instruct; exegesis",言,5,xùn
1023,私,si1,"private, personal; secret",禾,7,sī
1024,庄,zong1,"village, hamlet; villa, manor",广,6,zhuāng
1025,祖,zou2,"ancestor, forefather; grandfather",示,9,zǔ
1026,丝,si1,silk; fine thread; wire; strings,一,5,sī
1027,翻,faan1,"flip over, upset, capsize",羽,18,fān
1028,暴,bou.6,"violent, brutal, tyrannical",日,15,bào
1029,森,sam1,forest; luxuriant vegetation,木,12,sēn
1030,塔,taap3,"tower, spire, tall building",土,12,tǎ
1031,默,mak6,"silent; quiet, still; dark",黑,16,mò
1032,握,aak1,"grasp, hold fast, take by hand",手,12,wò
1033,戏,hei3,"theatrical play, show",戈,6,xì
1034,隐,Jan2,"hide, conceal; hidden, secret",阜,11,yǐn
1035,熟,suk6,well-cooked; ripe; familiar with,火,15,shú
1036,骨,gwat1,"bone; skeleton; frame, framework",骨,9,gǔ
1037,访,fong2,"visit; ask, inquire",言,6,fǎng
1038,弱,joek6,"weak; fragile, delicate",弓,10,ruò
1039,蒙,mung4,cover; ignorant; suffer; mongolia,艸,13,méng
1040,歌,go1,"song, lyrics; sing, chant; praise",欠,14,gē
1041,店,dim3,"shop, store; inn, hotel",广,8,diàn
1042,鬼,gwai2,ghost; spirit of dead; devil,鬼,9,guǐ
1043,软,jyun5,"soft, flexible, pliable; weak",車,8,ruǎn
1044,典,din2,"law, canon; documentation; classic, scripture",八,8,diǎn
1045,欲,juk6,"desire, want, long for; intend",欠,11,yù
1046,萨,saat3,Buddhist gods or immortals,艸,11,sà
1047,伙,fo2,"companion, colleague; utensils",人,6,huǒ
1048,遭,zou1,"come across, meet with, encounter",辵,14,zāo
1049,盘,pun4,"tray, plate, dish; examine",皿,11,pán
1050,爸,baa.1,"father, papa",父,8,bà
1051,扩,kong3,"expand, enlarge, stretch",手,6,kuò
1052,盖,goi3,"cover, hide, protect",皿,11,gài
1053,弄,nung6,"do, play or fiddle with; alley",廾,7,nòng
1054,雄,hung4,male of species; hero; manly,隹,12,xióng
1055,稳,wan2,"stable, firm, solid, steady",禾,14,wěn
1056,忘,mong4,"forget; neglect; miss, omit",心,7,wàng
1057,亿,jik1,hundred million; many,人,3,yì
1058,刺,ci3,"stab; prick, irritate; prod",刀,8,cì
1059,拥,jung2,"embrace, hug, squeeze; crowd",手,8,yōng
1060,徒,tou4,"disciple, follower; go on foot",彳,10,tú
1061,姆,mou5,,女,8,mǔ
1062,杨,joeng4,"willow, poplar, aspen; surname",木,7,yáng
1063,齐,cai4,"even, uniform, of equal length",齊,6,qí
1064,赛,coi3,"compete, contend; contest, race",宀,14,sài
1065,趣,ceoi3,,走,15,qù
1066,曲,kuk1,"crooked, bent; wrong, false",曰,6,qū
1067,刀,dou1,knife; old coin; measure,刀,2,dāo
1068,床,cong4,"bed, couch; framework, chassis",广,7,chuáng
1069,迎,jing4,"receive, welcome, greet",辵,7,yíng
1070,冰,bing.1,ice; ice-cold,冫,6,bīng
1071,虚,heoi1,FALSE,虍,11,xū
1072,玩,waan2,"play with, joke, enjoy",玉,8,wán
1073,析,sik1,split wood; break apart; divide,木,8,xī
1074,窗,coeng1,window,穴,12,chuāng
1075,醒,sing2,wake up; sober up; startle,酉,16,xǐng
1076,妻,cai1,wife,女,8,qī
1077,透,tau3,"penetrate, pass through",辵,10,tòu
1078,购,kau3,"buy, purchase; hire",貝,8,gòu
1079,替,tai3,"change, replace, substitute for",曰,12,tì
1080,塞,coi3,"stop up, block, seal, cork; pass, frontier; fortress",土,13,sāi
1081,努,nou5,"to exert, strive, make an effort; to pout",力,7,nǔ
1082,休,jau1,"rest, stop; retire; do not!",人,6,xiū
1083,虎,fu2,"tiger; brave, fierce; surname",虍,8,hǔ
1084,扬,joeng4,"scatter, spread; praise",手,6,yáng
1085,途,tou4,"way, road, path, journey; course",辵,10,tú
1086,侵,cam1,"invade, encroach upon, raid",人,9,qīn
1087,刑,jing4,"punishment, penalty; law",刀,6,xíng
1088,绿,luk6,green; chlorine,糸,11,lǜ
1089,兄,hing1,elder brother,儿,5,xiōng
1090,迅,seon3,"quick, hasty, rapid, sudden",辵,6,xùn
1091,套,tou3,"case, cover, wrapper, envelope",大,10,tào
1092,贸,mau6,"trade, barter; mixed; rashly",貝,9,mào
1093,毕,bat.1,"end, finish, conclude; completed",比,6,bì
1094,唯,wai4,only; yes,口,11,wéi
1095,谷,guk1,"valley, gorge, ravine",谷,7,gǔ
1096,轮,leon4,"wheel; revolve, turn; recur",車,8,lún
1097,库,fu3,"armory, treasury, storehouse",广,7,kù
1098,迹,zik1,"traces, impressions, footprints",辵,9,jī
1099,尤,jau4,"especially, particularly",尢,4,yóu
1100,竞,ging6,"contend, vie, compete",立,10,jìng
1101,街,gaai1,"street, road, thoroughfare",行,12,jiē
1102,促,cuk1,"urge, press, hurry; close",人,9,cù
1103,延,jin4,"delay, postpone, defer",廴,6,yán
1104,震,zan3,"shake, quake, tremor; excite",雨,15,zhèn
1105,弃,hei3,"reject, abandon, discard",廾,7,qì
1106,甲,gaap3,"armor, shell; fingernails; 1st heavenly stem",田,5,jiǎ
1107,伟,wai5,"great, robust; extraordinary",人,6,wěi
1108,麻,maa4,"hemp, jute, flax; sesame",麻,11,má
1109,川,cyun1,"stream, river; flow; boil",巛,3,chuān
1110,申,san1,"to state to a superior, report; extend; 9th terrestrial branch",田,5,shēn
1111,缓,wun4,"slow, leisurely; to postpone, delay",糸,12,huǎn
1112,潜,cim4,"hide; hidden, secret, latent",水,15,qián
1113,闪,sim2,"flash; avoid, dodge, evade",門,5,shǎn
1114,售,sau6,sell,口,11,shòu
1115,灯,dang1,"lantern, lamp",火,6,dēng
1116,针,zam1,needle; pin; tack; acupuncture,金,7,zhēn
1117,哲,zit3,"wise, sagacious; wise man, sage",口,10,zhé
1118,络,lok3,"enmesh, wrap around; web, net",糸,9,luò
1119,抵,dai2,"resist, oppose; deny; off-set",手,8,dǐ
1120,朱,zyu1,"cinnabar, vermilion; surname",木,6,zhū
1121,埃,oi.1,"fine dust, dirt",土,10,āi
1122,抱,pou.5,"embrace, hold in arms, enfold",手,8,bào
1123,鼓,gu2,"drum; beat, top, strike",鼓,13,gǔ
1124,植,zik6,"plant, trees, plants; grow",木,12,zhí
1125,纯,seon4,"pure, clean, simple",糸,7,chún
1126,夏,haa6,"summer; great, grand, big",夊,10,xià
1127,忍,Jan2,"endure, bear, suffer; forbear",心,7,rěn
1128,页,jip6,"page, sheet, leaf; rad. no. 181",頁,6,yè
1129,杰,git6,"hero; heroic, outstanding",木,8,jié
1130,筑,zuk1,ancient lute; build,竹,12,zhù
1131,折,zit3,"break off, snap; bend",手,7,zhé
1132,郑,zeng6,,邑,8,zhèng
1133,贝,bui.1,"sea shell; money, currency",貝,4,bèi
1134,尊,zyun1,"respect, revere, venerate; honor",寸,12,zūn
1135,吴,ng4,name of warring state; surname,口,7,wú
1136,秀,sau3,"ear of grain; flowering, luxuriant; refined, elegant, graceful",禾,7,xiù
1137,混,wan6,"to mix, blend, mingle; to bumble along",水,11,hùn
1138,臣,san4,"minister, statesman, official",臣,6,chén
1139,雅,ngaa5,"elegant, graceful, refined",隹,12,yǎ
1140,振,zan3,"raise, excite, arouse action",手,10,zhèn
1141,染,jim5,dye; be contagious; infect,木,9,rǎn
1142,盛,sing6,"abundant, flourishing; contain; fill",皿,11,shèng
1143,怒,nou6,"anger, rage, passion; angry",心,9,nù
1144,舞,mou5,"dance, posture, prance; brandish",舛,14,wǔ
1145,圆,jyun4,"circle; round, circular; complete",囗,10,yuán
1146,搞,gaau2,"to clear, clarify",手,13,gǎo
1147,狂,kong4,"insane, mad; violent; wild",犬,7,kuáng
1148,措,cou3,"place; collect, arrange; employ",手,11,cuò
1149,姓,sing3,,女,8,xìng
1150,残,caan4,"injure, spoil; oppress; broken",歹,9,cán
1151,秋,cau1,"autumn, fall; year",禾,9,qiū
1152,培,pui4,bank up with dirt; cultivate,土,11,péi
1153,迷,mai4,"bewitch, charm, infatuate",辵,9,mí
1154,诚,sing4,"sincere, honest; true, real",言,8,chéng
1155,宽,fun1,"broad, wide; spacious, vast",宀,10,kuān
1156,宇,jyu5,"house; building, structure; eaves",宀,6,yǔ
1157,猛,maang5,"violent, savage, cruel; bold",犬,11,měng
1158,摆,baai.2,"put, place; display; swing, sway",手,13,bǎi
1159,梅,mui4,plums; prunes; surname,木,11,méi
1160,毁,wai2,destroy,殳,13,huǐ
1161,伸,san1,"extend, stretch out, open up; trust",人,7,shēn
1162,摩,mo1,"rub, scour, grind; friction",手,15,mó
1163,盟,mang4,"swear; oath, covenant, alliance",皿,13,méng
1164,末,mut6,"final, last, end; insignificant",木,5,mò
1165,乃,naai5,"then; really, indeed; as it turned out, after all; namely",丿,2,nǎi
1166,悲,bei.1,"sorrow, grief; sorry, sad",心,12,bēi
1167,拍,paak3,"clap, tap, beat; beat or rhythm",手,8,pāi
1168,丁,ding1,"male adult; robust, vigorous; 4th heavenly stem",一,2,dīng
1169,赵,ziu6,surname; ancient state,走,9,zhào
1170,硬,ngaang6,"hard, firm, strong; obstinate",石,12,yìng
1171,麦,mak6,"wheat, barley, oats; simplified form of KangXi radical number 199",麥,7,mài
1172,蒋,zoeng2,surname; hydropyrum latifalium,艸,12,jiǎng
1173,操,cou1,"conduct, run, control, manage",手,16,cāo
1174,耶,je4,used in transliteration,耳,8,yé
1175,阻,zo2,"impede, hinder, obstruct; oppose",阜,7,zǔ
1176,订,deng6,draw up agreement; arrange,言,4,dìng
1177,彩,coi2,"hue, color; variegated colors",彡,11,cǎi
1178,抽,cau1,"draw out, pull out; sprout",手,8,chōu
1179,赞,zaan3,"help, support, assist, aid",貝,16,zàn
1180,魔,mo1,"demon, evil spirits; magic power",鬼,20,mó
1181,纷,fan1,"in disorder, scattered, tangled",糸,7,fēn
1182,沿,jyun4,"follow a course, go along",水,8,yán
1183,喊,haam3,"shout, call out, yell; howl; cry",口,12,hǎn
1184,违,wai4,"disobey, violate, defy; be apart from",辵,7,wéi
1185,妹,mui6,younger sister,女,8,mèi
1186,浪,long6,"wave; wasteful, reckless",水,10,làng
1187,汇,wui6,"concourse; flow together, gather",水,5,huì
1188,币,bai.6,"currency, coins, legal tender",巾,4,bì
1189,丰,fung1,"abundant, lush, bountiful, plenty",丨,4,fēng
1190,蓝,laam4,blue; indigo plant; surname,艸,13,lán
1191,殊,syu4,"different, special, unusual",歹,10,shū
1192,献,hin3,"offer, present; show, display",犬,13,xiàn
1193,桌,coek3,"table, desk, stand",木,10,zhuō
1194,啦,laa1,final particle of assertion,口,11,la
1195,瓦,ngaa5,tile; earthenware pottery; girl,瓦,4,wǎ
1196,莱,loi4,"goosefoot, weed; fallow field",艸,10,lái
1197,援,wun4,"aid, assist; lead; cite",手,12,yuán
1198,译,jik6,translate; decode; encode,言,7,yì
1199,夺,dyut6,"take by force, rob, snatch",大,6,duó
1200,汽,hei3,"steam, vapor, gas",水,7,qì
1201,烧,siu1,burn; bake; heat; roast,火,10,shāo
1202,距,keoi5,,足,11,jù
1203,裁,coi4,cut out; decrease,衣,12,cái
1204,偏,pin1,inclined one side; slanting,人,11,piān
1205,符,fu4,"i.d. tag, tally, symbol, charm",竹,11,fú
1206,勇,jung5,"brave, courageous, fierce",力,9,yǒng
1207,触,zuk1,"butt, ram, gore; touch",角,13,chù
1208,课,fo3,lesson; course; classwork,言,10,kè
1209,敬,ging3,"respect, honor; respectfully",攴,12,jìng
1210,哭,huk1,"weep, cry, wail",口,10,kū
1211,懂,dung2,"understand, comprehend",心,15,dǒng
1212,墙,coeng4,wall,土,14,qiáng
1213,袭,zaap6,"raid, attack; inherit",龍,11,xí
1214,召,ziu6,imperial decree; summon,口,5,zhào
1215,罚,fat6,"penalty, fine; punish, penalize",网,9,fá
1216,侠,hap6,chivalrous person; knight-errant,人,8,xiá
1217,厅,teng1,"hall, central room",厂,4,tīng
1218,拜,baai.3,"do obeisance, bow, kowtow",手,9,bài
1219,巧,haau2,"skillful, ingenious, clever",工,5,qiǎo
1220,侧,zak1,"side; incline, slant, lean",人,8,cè
1221,韩,hon4,fence; surname; Korea,韋,12,hán
1222,冒,mou6,"risk, brave, dare",冂,9,mào
1223,债,zaai3,"debt, loan, liabilities",人,10,zhài
1224,曼,maan6,"long, extended, vast; beautiful",日,11,màn
1225,融,jung4,"melt, fuse; blend, harmonize",虫,16,róng
1226,惯,gwaan3,"habit, custom; habitually, usual",心,11,guàn
1227,享,hoeng2,enjoy,亠,8,xiǎng
1228,戴,daai3,wear on top; support,戈,17,dài
1229,童,tung4,"child, boy, servant boy; virgin",立,12,tóng
1230,犹,jau4,"like, similar to, just like, as",犬,7,yóu
1231,乘,sing4,"ride, ascend; avail oneself of; numerary adjunct for vehicles",丿,10,chéng
1232,挂,gwaa3,"hang, suspend; suspense",手,9,guà
1233,奖,zoeng2,"prize, reward; give award to",大,9,jiǎng
1234,绍,siu6,"continue, carry on; join",糸,8,shào
1235,厚,hau5,thick; substantial; greatly,厂,9,hòu
1236,纵,zung3,"indulge in, give free reign to",糸,7,zòng
1237,障,zoeng3,separate; shield; barricade,阜,13,zhàng
1238,讯,seon3,inquire; ask; examine; reproach,言,5,xùn
1239,涉,sip3,"ford stream, wade across",水,10,shè
1240,彻,cit3,"penetrate, pervade; penetrating",彳,7,chè
1241,刊,hon1,"publication, periodical; publish",刀,5,kān
1242,丈,zoeng6,"unit of length equal 3.3 meters; gentleman, man, husband",一,3,zhàng
1243,爆,baau.3,"crackle, pop, burst, explode",火,19,bào
1244,乌,wu1,"crow, rook, raven; black, dark",丿,4,wū
1245,役,jik6,"service; a servant, laborer; to serve",彳,7,yì
1246,描,miu4,"copy, trace, sketch; depict",手,11,miáo
1247,洗,sai2,"wash, rinse; clean, purify",水,9,xǐ
1248,玛,maa5,agate; cornelian,玉,7,mǎ
1249,患,waan6,"suffer, worry about; suffering",心,11,huàn
1250,妙,miu6,"mysterious, subtle; exquisite",女,7,miào
1251,镜,geng3,mirror; lens; glass; glasses,金,16,jìng
1252,唱,coeng3,"sing, chant, call; ditty, song",口,11,chàng
1253,烦,faan4,"bother, vex, trouble; troublesome",火,10,fán
1254,签,cim1,"sign, endorse; slip of paper",竹,13,qiān
1255,仙,sin1,"Taoist super-being, transcendent, immortal",人,5,xiān
1256,彼,bei.2,"that, there, those",彳,8,bǐ
1257,弗,fat1,"not, negative",弓,5,fú
1258,症,zing3,"disease, illness, ailment",疒,10,zhèng
1259,仿,fong2,"imitate, copy; as if",人,6,fǎng
1260,倾,king1,"upset, pour out, overflow",人,10,qīng
1261,牌,paai4,"signboard, placard",片,12,pái
1262,陷,ham6,"submerge, sink, plunge; trap",阜,10,xiàn
1263,鸟,niu5,bird; KangXi radical 196,鳥,5,niǎo
1264,轰,gwang1,"rumble, explosion, blast",車,8,hōng
1265,咱,zaa1,"we, us",口,9,zán
1266,菜,coi3,"vegetables; dish, order; food",艸,11,cài
1267,闭,bai.3,"shut, close; obstruct, block up",門,6,bì
1268,奋,fan5,"strive, exert effort; arouse",大,8,fèn
1269,庆,hing3,"congratulate, celebrate",广,6,qìng
1270,撤,cit3,omit; remove; withdraw,手,15,chè
1271,泪,leoi6,"tears; weep, cry",水,8,lèi
1272,茶,caa4,tea,艸,9,chá
1273,疾,zat6,"illness, disease, sickness; to hate",疒,10,jí
1274,缘,jyun4,"hem, margin; reason, cause; fate",糸,12,yuán
1275,播,bo3,"sow, spread; broadcast; cast away, reject",手,15,bō
1276,朗,long5,"clear, bright; distinct",月,10,lǎng
1277,杜,dou6,"stop, prevent; restrict; surname",木,7,dù
1278,奶,naai5,,女,5,nǎi
1279,季,gwai3,quarter of year; season; surname,子,8,jì
1280,丹,daan1,cinnabar (native HgS); vermilion (artificial HgS used as pigment),丶,4,dān
1281,狗,gau2,"dog, canis familiaris",犬,8,gǒu
1282,尾,mei5,"tail, extremity; end, stern",尸,7,wěi
1283,仪,ji4,"ceremony, rites gifts; admire",人,5,yí
1284,偷,tau1,"to steal, burglar, thief",人,11,tōu
1285,奔,ban.1,"run fast, flee; rush about; run",大,8,bēn
1286,珠,zyu1,"precious stone, gem, jewel, pearl",玉,10,zhū
1287,虫,cung4,"insects, worms; KangXi radical 142",虫,6,chóng
1288,驻,zyu3,"to be stationed at, reside at; to stop",馬,8,zhù
1289,孔,hung2,"opening, hole, orifice; great",子,4,kǒng
1290,宜,ji4,"suitable, right, fitting, proper",宀,8,yí
1291,艾,ngaai.6,"artemisia, mugwort; translit.",艸,5,ài
1292,桥,kiu4,"bridge; beam, crosspiece",木,10,qiáo
1293,淡,taam5,"weak, watery; insipid, tasteless",水,11,dàn
1294,翼,jik6,wings; fins on fish; shelter,羽,17,yì
1295,恨,han6,"hatred, dislike; resent, hate",心,9,hèn
1296,繁,faan4,"complicated, complex, difficult",糸,17,fán
1297,寒,hon4,"cold, wintry, chilly",宀,12,hán
1298,伴,bun.6,"companion, comrade, partner; accompany",人,7,bàn
1299,叹,taan3,"sigh, admire",口,5,tàn
1300,旦,daan3,dawn; morning; day,日,5,dàn
1301,愈,jyu6,"more and more, even more",心,13,yù
1302,潮,ciu4,"tide; moist, wet, damp; flow",水,15,cháo
1303,粮,loeng4,"food, grain, provisions",米,13,liáng
1304,缩,suk1,"contract, draw in, reduce",糸,14,suō
1305,罢,baa.6,"cease, finish, stop; give up",网,10,bà
1306,聚,zeoi6,"assemble, meet together, collect",耳,14,jù
1307,径,ging3,narrow path; diameter; direct,彳,8,jìng
1308,恰,hap1,"just, exactly, precisely; proper",心,9,qià
1309,挑,tiu1,a load carried on the shoulders; to carry,手,9,tiāo
1310,袋,doi6,"pocket, bag, sack, pouch",衣,11,dài
1311,灰,fui1,"ashes; dust; lime, mortar",火,6,huī
1312,捕,bou6,"arrest, catch, seize",手,10,bǔ
1313,徐,ceoi4,"slowly, quietly, calmly; composed, dignified",彳,10,xú
1314,珍,zan1,"precious, valuable, rare",玉,9,zhēn
1315,幕,mok6,"curtain, screen, tent",巾,13,mù
1316,映,jing2,project; reflect light,日,9,yìng
1317,裂,lit6,"split, crack, break open; rend",衣,12,liè
1318,泰,taai3,"great, exalted, superior; big",水,10,tài
1319,隔,gaak3,"separate, partition",阜,12,gé
1320,启,kai2,"open; begin, commence; explain",口,7,qǐ
1321,尖,zim1,"sharp, pointed, acute, keen",小,6,jiān
1322,忠,zung1,"loyalty, devotion, fidelity",心,8,zhōng
1323,累,leoi6,"tired; implicate, involve; bother",糸,11,lèi
1324,炎,jim4,"flame, blaze; hot",火,8,yán
1325,暂,zaam6,temporary,日,12,zàn
1326,估,gu2,"merchant; estimate, guess, presume",人,7,gū
1327,泛,faan3,"to drift, float; careless, reckless",水,7,fàn
1328,荒,fong1,"wasteland, desert; uncultivated",艸,9,huāng
1329,偿,soeng4,"repay, recompense; restitution",人,11,cháng
1330,横,waang4,across,木,15,héng
1331,拒,keoi5,"ward off with hand, defend",手,7,jù
1332,瑞,seoi6,felicitous omen; auspicious,玉,13,ruì
1333,忆,jik1,"remember, reflect upon; memory",心,4,yì
1334,孤,gu1,"orphan, fatherless; solitary",子,8,gū
1335,鼻,bei.6,nose; first; KangXi radical 209,鼻,14,bí
1336,闹,naau6,quarrel; dispute hotly,門,8,nào
1337,羊,joeng4,"sheep, goat; KangXi radical 123",羊,6,yáng
1338,呆,ngoi4,"dull; dull-minded, simple, stupid",口,7,dāi
1339,厉,lai6,"whetstone; grind, sharpen; whet",厂,5,lì
1340,衡,hang4,"measure, weigh, judge, consider",行,16,héng
1341,胞,baau.1,"womb, placenta, fetal membrane",肉,9,bāo
1342,零,ling4,"zero; fragment, fraction",雨,13,líng
1343,穷,kung4,"poor, destitute, impoverished",穴,7,qióng
1344,舍,se3,"house, dwelling; dwell, reside",舌,8,shě
1345,码,maa5,"number, numerals; yard; symbol",石,8,mǎ
1346,赫,hak1,"bright, radiant, glowing",赤,14,hè
1347,婆,po4,old woman; grandmother,女,11,pó
1348,魂,wan4,"soul, spirit",鬼,13,hún
1349,灾,zoi1,"calamity, disaster, catastrophe",火,7,zāi
1350,洪,hung4,"vast, immense; flood, deluge",水,9,hóng
1351,腿,teoi2,"legs, thighs",肉,13,tuǐ
1352,胆,daam2,"gall bladder; bravery, courage",肉,9,dǎn
1353,津,zeon1,ferry; saliva; ford,水,9,jīn
1354,俗,zuk6,"social customs; vulgar, unrefined",人,9,sú
1355,辩,bin.6,"dispute, argue, debate, discuss",辛,16,biàn
1356,胸,hung1,"breast, bosom, chest; thorax",肉,10,xiōng
1357,晓,hiu2,"dawn, daybreak; clear, explicit",日,10,xiǎo
1358,劲,ging6,"strong, unyielding, tough, power",力,7,jìn
1359,贫,pan4,"poor, impoverished, needy",貝,8,pín
1360,仁,Jan4,"humaneness, benevolence, kindness",人,4,rén
1361,偶,ngau5,"accidentally, coincidently; an idol",人,11,ǒu
1362,辑,cap1,"gather up, collect; edit, compile",車,13,jí
1363,邦,bong.1,"nation, country, state",邑,6,bāng
1364,恢,fui1,"restore; big, great, immense, vast",心,9,huī
1365,赖,laai6,"rely, depend on; accuse falsely",貝,13,lài
1366,圈,hyun1,to circle; a circle; corral,囗,11,quān
1367,摸,mo2,gently touch with hand; caress,手,13,mō
1368,仰,joeng5,"raise the head to look; look up to, rely on, admire",人,6,yǎng
1369,润,jeon6,"soft, moist; sleek; freshen",水,10,rùn
1370,堆,deoi1,"heap, pile, crowd; pile up",土,11,duī
1371,碰,pung3,"collide, bump into",石,13,pèng
1372,艇,teng5,"small boat, dugout, punt",舟,12,tǐng
1373,稍,saau2,"little, slightly; rather",禾,12,shāo
1374,迟,ci4,"late, tardy; slow; delay",辵,7,chí
1375,辆,loeng6,numerary adjunct for vehicles,車,11,liàng
1376,废,fai3,"abrogate, terminate, discard",广,8,fèi
1377,净,zeng6,"clean, pure; cleanse",冫,8,jìng
1378,凶,hung1,"culprit; murder; bad, sad",凵,4,xiōng
1379,署,cyu5,public office,网,13,shǔ
1380,壁,bik.1,partition wall; walls of a house,土,16,bì
1381,御,jyu6,"drive, ride; chariot; manage",彳,12,yù
1382,奉,fung6,offer; receive; serve; respect,大,8,fèng
1383,旋,syun4,"revolve, move in orbit; return",方,11,xuán
1384,冬,dung1,"winter, 11th lunar month",冫,5,dōng
1385,矿,kwong3,"mine; mineral, ore",石,8,kuàng
1386,抬,toi4,"lift, carry",手,8,tái
1387,蛋,daan2,eggs; term of abuse,虫,11,dàn
1388,晨,san4,"early morning, daybreak",日,11,chén
1389,伏,fuk6,"crouch, crawl, lie hidden, conceal",人,6,fú
1390,吹,ceoi1,"blow; puff; brag, boast",口,7,chuī
1391,鸡,gai1,chicken,鳥,7,jī
1392,倍,pui.5,"times, fold, multiple times",人,10,bèi
1393,糊,wu4,"paste, stick on with paste",米,15,hú
1394,秦,ceon4,,禾,10,qín
1395,盾,teon5,"shield, shield-shaped object; currency sign for Dutch guilder",目,9,dùn
1396,杯,bui.1,"cup, glass",木,8,bēi
1397,租,zou1,"rent, lease; rental; tax",禾,10,zū
1398,骑,ke4,ride horseback; mount; cavalry,馬,11,qí
1399,乏,fat6,lack; poor,丿,4,fá
1400,隆,lung4,"prosperous, plentiful, abundant",阜,11,lóng
1401,诊,can2,"examine patient, diagnose",言,7,zhěn
1402,奴,nou4,"slave, servant",女,5,nú
1403,摄,sip3,"take in, absorb; act as deputy",手,13,shè
