frequency,character,canto,definition,radical,stroke_count,pinyin
2303,玫,mui4,rose,玉,8,méi
2304,硕,sek6,"great, eminent; large, big",石,11,shuò
2305,钓,diu3,"fish; fishhook; tempt, lure",金,8,diào
2306,蝶,dip6,butterfly,虫,15,dié
2307,膝,sat1,knee,肉,15,xī
2308,姚,jiu4,"handsome, elegant; surname",女,9,yáo
2309,茂,mau6,"thick, lush, dense; talented",艸,8,mào
2310,躯,keoi1,body,身,11,qū
2311,吏,lei6,"government official, magistrate",口,6,lì
2312,猿,jyun4,ape,犬,13,yuán
2313,寨,zaai6,"stockade, stronghold, outpost; brothel",宀,14,zhài
2314,恕,syu3,"forgive, excuse, show mercy",心,10,shù
2315,渠,keoi4,"ditch, canal, channel, gutter",水,11,qú
2316,戚,cik1,relative; be related to; sad,戈,11,qī
2317,辰,san4,early morning; 5th terrestrial branch,辰,7,chén
2318,舶,baak3,"large, ocean-going vessel",舟,11,bó
2319,颁,baan.1,"confer, bestow; publish, promulgate",頁,10,bān
2320,惶,wong4,"fearful, afraid, anxious, nervous",心,12,huáng
2321,狐,wu4,species of fox,犬,8,hú
2322,讽,fung3,"recite, incant; satirize",言,6,fěng
2323,笨,ban.6,"foolish, stupid, dull; awkward",竹,11,bèn
2324,袍,pou4,"long gown, robe, cloak",衣,10,páo
2325,嘲,zaau1,"ridicule, deride, scorn, jeer at",口,15,cháo
2326,啡,fe1,morphine; coffee,口,11,fēi
2327,泼,put3,"pour, splash, water, sprinkle",水,8,pō
2328,衔,haam4,"bit; hold in mouth, bite; gag",彳,11,xián
2329,倦,gyun6,"be tired of, weary",人,10,juàn
2330,涵,haam4,"soak, wet; tolerate, be lenient",水,11,hán
2331,雀,zoek3,sparrow,隹,11,què
2332,旬,ceon4,ten-day period; period of time,日,6,xún
2333,僵,goeng1,"stiff and motionless, stock still",人,15,jiāng
2334,撕,si1,"rip, tear; buy cloth",手,15,sī
2335,肢,zi1,human limbs; animal feet,肉,8,zhī
2336,垄,lung5,"grave, mound; ridge in field",龍,8,lǒng
2337,夷,ji4,ancient barbarian tribes,大,6,yí
2338,逸,jat6,"flee, escape, break loose",辵,11,yì
2339,茅,maau4,"reeds, rushes, grass; surname",艸,8,máo
2340,侨,kiu4,"sojourn, lodge",人,8,qiáo
2341,舆,jyu4,"cart, palanquin, sedan chair",八,14,yú
2342,窑,jiu4,kiln; coal mine pit,穴,11,yáo
2343,涅,nip6,"blacken; black mud, slime",水,10,niè
2344,蒲,pou4,type of rush; vine,艸,13,pú
2345,谦,him1,"humble, modest",言,12,qiān
2346,杭,hong4,cross stream; navigate,木,8,háng
2347,噢,juk1,"moan; interjection for pain, sad",口,15,ō
2348,弊,bai.6,"evil, wrong, bad; criminal",廾,14,bì
2349,勋,fan1,meritorious deed; merits; rank,力,9,xūn
2350,刮,gwaat3,"shave, pare off, scrape",刀,8,guā
2351,郊,gaau1,"suburbs; waste land, open spaces",邑,8,jiāo
2352,凄,cai1,"bitter cold, miserable, dreary",冫,10,qī
2353,捧,bung2,hold up in two hands,手,11,pěng
2354,浸,zam3,"soak, immerse, dip, percolate",水,10,jìn
2355,砖,zyun1,"tile, brick",石,9,zhuān
2356,鼎,ding2,"large, three-legged bronze caldron",鼎,12,dǐng
2357,篮,laam4,basket,竹,16,lán
2358,蒸,zing1,steam; evaporate,艸,13,zhēng
2359,饼,beng.2,"rice-cakes, biscuits",食,9,bǐng
2360,亩,mau5,Chinese land measure; fields,亠,7,mǔ
2361,肾,san6,"kidneys; testes, gizzard",肉,8,shèn
2362,陡,dau2,"steep, sloping; abruptly, sudden",阜,9,dǒu
2363,爪,zaau2,"claw, nail, talon; animal feet",爪,4,zhǎo
2364,兔,tou3,"rabbit, hare",儿,8,tù
2365,殷,Jan1,"many, great; abundant, flourishing",殳,10,yīn
2366,贞,zing1,"virtuous, chaste, pure; loyal",卜,6,zhēn
2367,荐,zin3,"repeat, reoccur; recommend",艸,9,jiàn
2368,哑,aa2,"dumb, mute; become hoarse",口,9,yǎ
2369,炭,taan3,charcoal; coal; carbon,火,9,tàn
2370,坟,fan4,"grave, mound; bulge; bulging",土,7,fén
2371,眨,zaam2,wink,目,9,zhǎ
2372,搏,bok3,seize; spring upon; strike,手,13,bó
2373,咳,kat1,cough,口,9,hāi
2374,拢,lung5,"collect, bring together",手,8,lǒng
2375,舅,kau5,,臼,13,jiù
2376,昧,mui6,"obscure, dark; darken",日,9,mèi
2377,擅,sin6,monopolize; claim; arbitrarily; to dare,手,16,shàn
2378,爽,song2,"happy, cheerful; refreshing",爻,11,shuǎng
2379,咖,1,coffee; a phonetic,口,8,kā
2380,搁,gok3,"place, put, lay down; delay",手,12,gē
2381,禄,luk6,"blessing, happiness, prosperity",示,12,lù
2382,雌,ci1,"female; feminine; gentle, soft",隹,14,cí
2383,哨,saau3,"whistle, blow whistle; chirp",口,10,shào
2384,巩,gung2,"bind; firm, secure, strong",工,6,gǒng
2385,绢,gyun3,kind of thick stiff silk,糸,10,juàn
2386,螺,lo4,spiral shell; conch; spiral,虫,17,luó
2387,裹,gwo2,"wrap, bind; encircle, confine",衣,14,guǒ
2388,昔,sik1,formerly; ancient; in beginning,日,8,xī
2389,轩,hin1,carriage; high; wide; balcony,車,7,xuān
2390,谬,mau6,"error, exaggeration; erroneous",言,13,miù
2391,谍,dip6,an intelligence report; to spy; spying,言,11,dié
2392,龟,gwai1,turtle or tortoise; cuckold,龜,7,guī
2393,媳,sik1,daughter-in-law,女,13,xí
2394,姜,goeng1,surname; ginger,女,9,jiāng
2395,瞎,hat6,"blind, reckless; rash",目,15,xiā
2396,冤,jyun1,"grievance, injustice, wrong",冖,10,yuān
2397,鸦,aa1,crow; Corvus species (various),鳥,9,yā
2398,蓬,pung4,type of raspberry; fairyland,艸,13,péng
2399,巷,hong6,"alley, lane",己,9,xiàng
2400,琳,lam4,"beautiful jade, gem",玉,12,lín
2401,栽,zoi1,"to cultivate, plant; to care for plants",木,10,zāi
2402,沾,zim1,"moisten, wet, soak; touch",水,8,zhān
2403,诈,zaa3,"cheat, defraud, swindle; trick",言,7,zhà
2404,斋,zaai1,vegetarian diet; study,文,10,zhāi
2405,瞒,mun4,"deceive, lie; eyes half-closed",目,15,mán
2406,彪,biu.1,tiger; tiger stripes; tiger-like,彡,11,biāo
2407,厄,aak1,"adversity, difficulty, distress",厂,4,è
2408,咨,zi1,"inquire, consult, discuss; plan",口,9,zī
2409,纺,fong2,"spin, reel, weave; reeled pongee",糸,7,fǎng
2410,罐,gun3,"jar, jug, pitcher, pot",缶,23,guàn
2411,桶,tung2,"pail, bucket, tub; cask, keg",木,11,tǒng
2412,壤,joeng5,"soil, loam, earth; rich",土,20,rǎng
2413,糕,gou1,"cakes, pastry",米,16,gāo
2414,颂,zung6,"laud, acclaim; hymn; ode",頁,10,sòng
2415,膨,paang4,"to swell; swollen, bloated, inflated",肉,16,péng
2416,谐,haai4,"harmonize, agree; joke, jest",言,11,xié
2417,垒,leoi5,"rampart, military wall",土,9,lěi
2418,咕,gu1,"mumble, mutter, murmur; rumble",口,8,gū
2419,隙,gwik1,"crack, split, fissure; grudge",阜,12,xì
2420,辣,laat6,"peppery, pungent, hot; cruel",辛,14,là
2421,绑,bong.2,"bind, tie, fasten",糸,9,bǎng
2422,宠,cung2,"favorite, concubine; favor",宀,8,chǒng
2423,嘿,hei1,"be silent, be quiet",口,15,hēi
2424,兑,deoi3,cash; exchange,儿,7,duì
2425,霉,mui4,"mildew, mold; moldy, mildewed",雨,15,méi
2426,挫,co3,push down; chop down; grind,手,10,cuò
2427,稽,kai1,"examine, investigate; delay",禾,15,jī
2428,辐,fuk1,spokes of wheel,車,13,fú
2429,乞,hat1,beg; request,乙,3,qǐ
2430,纱,saa1,"gauze, thin silk; yarn, thread",糸,7,shā
2431,裙,kwan4,"skirt, apron, petticoat",衣,12,qún
2432,嘻,hei1,"mirthful, happy; interjection",口,15,xī
2433,哇,waa1,vomit; cry of an infant,口,9,wa
2434,绣,sau3,embroider; embroidery; ornament,糸,10,xiù
2435,杖,zoeng6,"cane, walking stick",木,7,zhàng
2436,塘,tong4,"pond; tank; dike, embankment",土,13,táng
2437,衍,jin2,"overflow, spill over, spread out",行,9,yǎn
2438,轴,zuk6,"axle, axletree; pivot; axis",車,9,zhóu
2439,攀,paan1,climb; pull; hang on to,手,19,pān
2440,膊,bok3,"shoulders, upper arms",肉,14,bó
2441,譬,pei3,"metaphor, simile, example",言,20,pì
2442,斌,ban.1,"refined, having both appearance",文,12,bīn
2443,祈,kei4,"pray; entreat, beseech",示,8,qí
2444,踢,tek3,kick,足,15,tī
2445,肆,si3,"indulge; excess; numeral four; particle meaning now, therefore; shop",聿,13,sì
2446,坎,ham1,"pit, hole; snare, trap; crisis",土,7,kǎn
2447,轿,giu2,"sedan-chair, palanquin",車,10,jiào
2448,棚,paang4,"tent, awning; booth; shed",木,12,péng
2449,泣,jap1,"cry, sob, weep",水,8,qì
2450,屡,leoi5,"frequently, often, again and again",尸,12,lǚ
2451,躁,cou3,"tense, excited, irritable",足,20,zào
2452,邱,jau1,surname; hill; mound; grave,邑,7,qiū
2453,凰,wong4,female phoenix,几,11,huáng
2454,溢,jat6,"overflow, brim over; full",水,13,yì
2455,椎,zeoi1,"hammer, mallet; vertebra",木,12,chuí
2456,砸,zaap3,"smash, crush, break; pound, mash",石,10,zá
2457,趟,tong3,"time, occasion; take journey",走,15,tàng
2458,帘,lim4,flag-sign of a tavern,巾,8,lián
2459,帆,faan4,sail; boat,巾,6,fān
2460,栖,cai1,perch; roost; stay,木,10,qī
2461,窜,cyun3,"run away; revise, edit; expel",穴,12,cuàn
2462,丸,jyun2,"small round object; pellet, pill",丶,3,wán
2463,斩,zaam2,"cut, chop, sever; behead",車,8,zhǎn
2464,堤,tai4,dike,土,12,dī
2465,塌,taap3,"fall in ruins, collapse",土,13,tā
2466,贩,faan5,"peddler, hawker, street merchant",貝,8,fàn
2467,厢,soeng1,"side-room, wing; theatre box",厂,11,xiāng
2468,掀,hin1,"lift, raise; stir",手,11,xiān
2469,喀,1,vomit; used in transliterations,口,12,kā
2470,乖,gwaai1,"rebel; crafty, shrewd",丿,8,guāi
2471,谜,mai4,"riddle, conundrum; puzzle",言,11,mí
2472,捏,nip6,pick with fingers; knead; mold,手,10,niē
2473,阎,jim4,village gate; surname,門,11,yán
2474,滨,ban.1,"beach, sea coast; river bank",水,13,bīn
2475,虏,lou5,"to capture, imprison, seize; a prison",虍,8,lǔ
2476,匙,si4,spoon; surname,匕,11,shi
2477,芦,lou4,"rushes, reeds",艸,7,lú
2478,苹,ping4,artemisia; duckweed; apple,艸,8,píng
2479,卸,se3,lay down; retire from office,卩,9,xiè
2480,沼,ziu2,"lake, fishpond, swamps",水,8,zhǎo
2481,钥,joek6,key; lock,金,9,yào
2482,株,zyu1,numerary adjunct for trees; root,木,10,zhū
2483,祷,tou2,"pray; entreat, beg, plead; prayer",示,11,dǎo
2484,剖,fau2,"split in two, slice; dissect",刀,10,pōu
2485,熙,hei1,"bright, splendid, glorious",火,14,xī
2486,哗,waa1,rushing sound; gush forward,口,9,huā
2487,劈,pek3,"cut apart, split, chop",刀,15,pī
2488,怯,hip3,"lacking in courage, afraid",心,8,qiè
2489,棠,tong4,crab apple tree; wild plums,木,12,táng
2490,胳,gaak3,"armpit, arms",肉,10,gē
2491,桩,zong1,"stake, post; affair, matter",木,10,zhuāng
2492,瑰,gwai1,"extraordinary, fabulous; rose",玉,13,guī
2493,娱,jyu4,"pleasure, enjoyment, amusement",女,10,yú
2494,娶,ceoi2,"marry, take wife",女,11,qǔ
2495,沫,mut3,"froth, foam, bubbles, suds",水,8,mò
2496,嗓,song1,voice; throat,口,13,sǎng
2497,蹲,cyun4,"squat, crouch; idle about",足,19,dūn
2498,焚,fan4,burn,火,12,fén
2499,淘,tou4,wash in sieve; weed out,水,11,táo
2500,嫩,nyun6,"soft, tender, delicate; young",女,14,nèn
2501,韵,wan5,rhyme; vowel,音,13,yùn
2502,衬,can3,underwear; inner garments,衣,8,chèn
2503,匈,hung1,,勹,6,xiōng
2504,钧,gwan1,unit of measure equivalent to thirty catties,金,9,jūn
2505,竖,syu6,"perpendicular, vertical; erect",立,9,shù
2506,峻,zeon3,"high, steep, towering; stern",山,10,jùn
2507,豹,paau.3,"leopard, panther; surname",豸,10,bào
2508,捞,lou1,"scoop out of water; dredge, fish",手,10,lāo
2509,菊,guk1,chrysanthemum,艸,11,jú
2510,鄙,pei.2,mean; low,邑,13,bǐ
2511,魄,paak3,vigor; body; dark part of moon,鬼,14,pò
2512,兜,dau1,pouch,儿,11,dōu
2513,哄,hung3,"coax; beguile, cheat, deceive",口,9,hōng
2514,颖,wing6,rice tassel; sharp point; clever,頁,13,yǐng
2515,镑,bong.2,pound sterling,金,15,bàng
2516,屑,sit3,"bits, scraps, crumbs, fragments",尸,10,xiè
2517,蚁,ngai5,ants,虫,9,yǐ
2518,壶,wu4,"jar, pot, jug, vase; surname",士,10,hú
2519,怡,ji4,"harmony; pleasure, joy; be glad",心,8,yí
2520,渗,sam3,"soak through, infiltrate",水,11,shèn
2521,秃,tuk1,bald,禾,7,tū
2522,迦,gaa1,character for transliteration,辵,8,jiā
2523,旱,hon5,drought; dry; dry land,日,7,hàn
2524,哟,jo1,"ah, final particle",口,9,yō
2525,咸,haam4,"together; all, completely; united",口,9,xián
2526,焉,jin1,"thereupon, then; how? why? where?",火,11,yān
2527,谴,hin2,"reprimand, scold, abuse",言,15,qiǎn
2528,宛,jyun2,"seem, as if, crooked",宀,8,wǎn
2529,稻,dou6,"rice growing in field, rice plant",禾,15,dào
2530,铸,zyu3,"melt, cast; coin, mint",金,12,zhù
2531,锻,dyun3,"forge metal; temper, refine",金,14,duàn
2532,伽,gaa1,,人,7,jiā
2533,詹,zim1,"surname; talk too much, verbose",言,13,zhān
2534,毙,bai.6,kill; die violent death,比,10,bì
2535,恍,fong2,seemingly; absent-minded,心,9,huǎng
2536,贬,bin.2,"decrease, lower; censure, criticize",貝,8,biǎn
2537,烛,zuk1,"candle, taper; shine, illuminate",火,10,zhú
2538,骇,haai5,"terrify, frighten, scare; shock",馬,9,hài
2539,芯,sam1,pith from rush (juncus effusus),艸,7,xīn
2540,汁,zap1,"juice, liquor, fluid, sap, gravy, sauce",水,5,zhī
2541,桓,wun4,variety of tree; surname,木,10,huán
2542,坊,fong1,,土,7,fāng
2543,驴,leoi4,"donkey, ass",馬,7,lǘ
2544,朽,nau2,"decayed, rotten; rot, decay",木,6,xiǔ
2545,靖,zing6,"pacify; appease; calm, peaceful",青,13,jìng
2546,佣,jung4,commission fee,人,7,yōng
2547,汝,jyu5,you,水,6,rǔ
2548,碌,luk1,"rough, uneven, rocky; mediocre",石,13,lù
2549,迄,hat1,"extend, reach; until; till",辵,6,qì
2550,冀,kei3,hope for; wish; Hebei province,八,16,jì
2551,荆,ging1,thorns; brambles; my wife; cane,刀,9,jīng
2552,崔,ceoi1,"high, lofty, towering; surname",山,11,cuī
2553,雁,ngaan6,wild goose,隹,12,yàn
2554,绅,san1,"girdle; tie, bind; gentry",糸,8,shēn
2555,珊,saan1,coral,玉,9,shān
2556,榜,bong.2,placard; list of successful exam candidates,木,14,bǎng
2557,诵,zung6,"recite, chant, repeat",言,9,sòng
2558,傍,bong.6,"by side of, beside, near, close",人,12,bàng
2559,彦,jin6,elegant,彡,9,yàn
2560,醇,seon4,"rich, good as wine; pure, unmixed",酉,15,chún
2561,笛,dek6,bamboo flute; whistle,竹,11,dí
2562,禽,kam4,"birds, fowl; surname;; capture",禸,12,qín
2563,勿,mat6,"must not, do not; without, never",勹,4,wù
2564,娟,gyun1,"beautiful, graceful",女,10,juān
2565,瞄,miu4,take aim at; look at,目,13,miáo
2566,幢,cong4,carriage curtain; sun screen,巾,15,chuáng
2567,寇,kau3,"bandits, thieves; enemy; invade",宀,11,kòu
2568,睹,dou2,"look at, gaze at; observe",目,13,dǔ
2569,贿,kui2,"bribe; bribes; riches, wealth",貝,10,huì
2570,踩,caai2,step on,足,15,cǎi
2571,霆,ting4,a sudden peal of thunder,雨,14,tíng
2572,呜,wu1,"sound of crying, sobbing",口,7,wū
2573,拱,gung2,"fold hands on breast; bow, salute",手,9,gǒng
2574,妃,fei1,"wife, spouse; imperial concubine",女,6,fēi
2575,蔑,mit6,"disdain, disregard; slight",艸,14,miè
2576,谕,jyu6,"proclaim, instruct; edict",言,11,yù
2577,缚,bok3,to tie,糸,13,fù
2578,诡,gwai2,"deceive, cheat, defraud; sly",言,8,guǐ
2579,篷,pung4,"awning, covering; sail; boat",竹,16,péng
2580,淹,jim1,"drown; cover with liquid, steep",水,11,yān
2581,腕,wun2,wrist,肉,12,wàn
2582,煮,zyu2,cook,火,12,zhǔ
2583,倩,sin6,"beautiful, lovely; son-in-law",人,10,qiàn
2584,卒,zeot1,"soldier; servant; at last, finally",十,8,zú
2585,勘,ham1,investigate; compare; collate,力,11,kān
2586,馨,hing1,"fragrant, aromatic; distant fragrance",香,20,xīn
2587,逗,dau6,"tempt, allure, arouse, stir",辵,10,dòu
2588,甸,din6,suburbs of capital; govern; crops,田,7,diān
2589,贱,zin6,"mean, low; cheap, worthless",貝,9,jiàn
2590,炒,caau2,"fry, saute, roast, boil, cook",火,8,chǎo
2591,灿,caan3,"vivid, illuminating; bright",火,7,càn
2592,敞,cong2,"roomy, spacious, open, broad",攴,12,chǎng
2593,蜡,laap6,"wax; candle; waxy, glazed; maggot; as a non-simplified form sometimes used as an equivalent to",虫,14,là
2594,囚,cau4,"prisoner, convict; confine",囗,5,qiú
2595,栗,leot6,"chestnut tree, chestnuts; surname",木,10,lì
2596,辜,gu1,"crime, criminal offense",辛,12,gū
2597,垫,din3,"advance money, pay for another",土,9,diàn
2598,妒,dou3,"jealous, envious",女,7,dù
2599,魁,fui1,chief; leader; best; monstrous,鬼,13,kuí
2600,谣,jiu4,"sing; folksong, ballad; rumor",言,12,yáo
2601,寞,mok6,"silent, still, lonely, solitary",宀,13,mò
2602,蜀,suk6,name of an ancient state,虫,13,shǔ
2603,甩,lat1,"throw away, discard",用,5,shuǎi
2604,涯,ngaai4,,水,11,yá
2605,枕,zam2,pillow,木,8,zhěn
2606,丐,koi3,beggar; beg; give,一,4,gài
2607,泳,wing6,dive; swim,水,8,yǒng
2608,奎,fui1,stride of man; one of the twenty-eight lunar mansions,大,9,kuí
2609,泌,bat.6,"to seep out, excrete",水,8,mì
2610,逾,jyu4,"go over, pass over, exceed",辵,12,yú
2611,叮,ding1,exhort or enjoin repeatedly,口,5,dīng
2612,黛,doi6,blacken eyebrows; black,黑,17,dài
2613,燥,cou3,"dry, parched, arid; quick-tempered",火,17,zào
2614,掷,zaak6,"throw, hurl, cast, fling",手,11,zhì
2615,藉,zik6,"mat, pad; rely on; pretext",艸,17,jí
2616,枢,syu1,door hinge; pivot; center of power,木,8,shū
2617,憎,zang1,"hate, detest, abhor; hatred",心,15,zēng
2618,鲸,king4,whale,魚,16,jīng
2619,弘,wang4,"enlarge, expand; liberal, great",弓,5,hóng
2620,倚,ji2,"rely on, depend on; lean heavily",人,10,yǐ
2621,侮,mou5,"insult, ridicule, disgrace",人,9,wǔ
2622,藩,faan4,fence; boundary; outlying border,艸,18,fān
2623,拂,fat1,"shake off, brush away; dust",手,8,fú
2624,鹤,hok6,crane; Grus species (various),鳥,15,hè
2625,蚀,sik6,nibble away; erode; eclipse,食,9,shí
2626,浆,zoeng1,any thick fluid; starch; broth,水,10,jiāng
2627,芙,fu4,hibiscus,艸,7,fú
2628,垃,laap6,"garbage, refuse, waste",土,8,lā
2629,烤,haau1,"bake, roast, toast, cook",火,10,kǎo
2630,晒,saai3,"dry in sun, expose to sun",日,10,shài
2631,霜,soeng1,frost; crystallized; candied,雨,17,shuāng
2632,剿,ziu2,"destroy, exterminate, annihilate",刀,13,jiǎo
2633,蕴,wan5,"to collect, gather, store; profound",艸,15,yùn
2634,圾,kap1,"garbage, rubbish; shaking; danger",土,6,jī
2635,绸,cau4,"silk cloth, satin damask",糸,11,chóu
2636,屿,jyu4,island,山,6,yǔ
2637,氢,hing1,ammonia; hydrogen nitride,气,9,qīng
2638,驼,to4,a camel; humpbacked; to carry on the back,馬,8,tuó
2639,妆,zong1,"to adorn oneself, dress up, use make-up",女,6,zhuāng
2640,捆,kwan2,"tie up; bind, truss up; bundle",手,10,kǔn
2641,铅,jyun4,lead,金,10,qiān
2642,逛,gwaang6,"ramble, stroll, roam, wander",辵,10,guàng
2643,淑,suk6,"good, pure, virtuous, charming",水,11,shū
2644,榴,lau4,pomegranate,木,14,liú
2645,丙,bing2,third; 3rd heavenly stem,一,5,bǐng
2646,痒,joeng5,itch,疒,11,yǎng
2647,钞,caau1,"paper money, bank notes; copy",金,9,chāo
2648,蹄,tai4,hoof; leg of pork; little witch,足,16,tí
2649,犬,hyun2,dog; radical number 94,犬,4,quǎn
2650,躬,gung1,"body; personally, in person",身,10,gōng
2651,昼,zau3,"daytime, daylight",尸,9,zhòu
2652,藻,zou2,"splendid, magnificent; algae",艸,19,zǎo
2653,蛛,zyu1,spider,虫,12,zhū
2654,褐,hot3,"coarse woolen cloth; dull, dark",衣,14,hè
2655,颊,haap3,"cheeks, jaw",頁,12,jiá
2656,奠,din6,pay respect; settle,大,12,diàn
2657,募,mou6,"levy, raise; summon; recruit",力,12,mù
2658,耽,daam1,indulge in; be negligent,耳,10,dān
2659,蹈,dou6,stamp feet; dance,足,17,dǎo
2660,陋,lau6,"narrow; crude, coarse; ugly",阜,8,lòu
2661,侣,leoi5,companion; associate with,人,8,lǚ
2662,魅,mei6,"kind of forest demon, elf",鬼,14,mèi
2663,岚,laam4,"mountain mist, mountain haze",山,7,lán
2664,侄,zat6,nephew,人,8,zhí
2665,虐,joek6,"cruel, harsh, oppressive",虍,9,nüè
2666,堕,do6,"fall, sink, let fall; degenerate",土,11,duò
2667,陛,bai.6,steps leading throne; throne,阜,9,bì
2668,莹,jing4,"luster of gems; bright, lustrous",艸,10,yíng
2669,荫,jam3,"shade, shelter; protect",艸,9,yīn
2670,狡,gaau2,"cunning, deceitful, treacherous",犬,9,jiǎo
2671,阀,fat6,powerful and influential group,門,9,fá
2672,绞,gaau2,"twist, wring; intertwine; winch",糸,9,jiǎo
2673,膏,gou1,"grease, fat; paste, ointment",肉,14,gāo
2674,垮,kwaa1,"be defeated, fail, collapse",土,9,kuǎ
2675,茎,ging3,"stem, stalk",艸,8,jīng
2676,缅,min5,"distant, remote; think of",糸,12,miǎn
2677,喇,laa1,"horn, bugle; lama; final particle",口,12,lǎ
2678,绒,jung4,"silk, cotton, or woolen fabric",糸,9,róng
2679,搅,gaau2,"disturb, agitate, stir up",手,12,jiǎo
2680,凳,dang3,bench; stool,几,14,dèng
2681,梭,so1,,木,11,suō
2682,丫,aa1,forked; bifurcation,丨,3,yā
2683,姬,gei1,beauty; imperial concubine,女,10,jī
2684,诏,ziu3,"decree, proclaim; imperial decree",言,7,zhào
2685,钮,nau2,"button, knob; surname",金,9,niǔ
2686,棺,gun1,coffin,木,12,guān
2687,耿,gang2,"bright, shining; have guts",耳,10,gěng
2688,缔,dai3,"tie, join, connect; connection",糸,12,dì
2689,懈,haai6,"idle, relaxed, remiss",心,16,xiè
2690,嫉,zat6,jealousy; be jealous of,女,13,jí
2691,灶,zou3,"kitchen stove, cooking stove",火,7,zào
2692,匀,wan4,equal,勹,4,yún
2693,嗣,zi6,"to connect, inherit; descendants, heirs",口,13,sì
2694,鸽,gap3,"pigeon, dove; Columba species (various)",鳥,11,gē
2695,澡,zou2,"wash, bathe",水,16,zǎo
2696,凿,zok6,"chisel; bore, pierce",凵,12,záo
2697,纬,wai5,woof; parallels of latitude,糸,7,wěi
2698,沸,fai3,"boil, bubble up, gush",水,8,fèi
2699,畴,cau4,"farmland, arable land; category",田,12,chóu
2700,刃,Jan6,"edged tool, cutlery, knife edge",刀,3,rèn
2701,遏,aat3,"stop, suppress, curb, check; a bar",辵,12,è
2702,烁,soek3,"shine, glitter, sparkle",火,9,shuò
2703,嗅,cau3,"smell, scent, sniff; olfactive",口,13,xiù
2704,叭,baa.1,trumpet,口,5,bā
2705,熬,ngou.4,"cook down, to boil; endure",火,14,áo
2706,瞥,pit3,take fleeting glance at,目,16,piē
2707,骸,haai4,"skeleton, body; leg bone",骨,15,hái
2708,奢,ce1,"extravagant, wasteful; exaggerate",大,11,shē
2709,拙,zyut6,"stupid, clumsy, crude; convention",手,8,zhuō
2710,栋,dung6,main beams supporting house,木,9,dòng
2711,毯,taam2,"rug, carpet, blanket",毛,12,tǎn
2712,桐,tung4,name applied various trees,木,10,tóng
2713,砂,saa1,"sand; pebbles, gravel; gritty",石,9,shā
2714,莽,mong5,"thicket, underbrush; poisonous",艸,10,mǎng
2715,泻,se3,"drain off, leak; flow, pour down",水,8,xiè
2716,坪,ping4,level ground; Japanese measure,土,8,píng
2717,梳,so1,comb; brush,木,11,shū
2718,杉,caam3,various species of pine and fir,木,7,shān
2719,晤,ng6,have interview with; meet,日,11,wù
2720,稚,zi6,"young, immature; childhood",禾,13,zhì
2721,蔬,so1,"vegetables, greens",艸,15,shū
2722,蝇,jing4,flies,虫,14,yíng
2723,捣,dou2,"hull; thresh; beat, attack",手,10,dǎo
2724,顷,king2,a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean,頁,8,qǐng
2725,麽,mo1,"interrogative final particle; insignificant, small, tiny",麻,14,mó
2726,尴,gaam1,embarrassed; ill at ease,尢,13,gān
2727,镖,biu.1,"dart, spear, harpoon; escort",金,16,biāo
2728,诧,caa3,"be surprised, be shocked",言,8,chà
2729,尬,gaai3,"limp, staggering gait; embarrass",尢,7,gà
2730,硫,lau4,sulfur,石,12,liú
2731,嚼,zoek3,"prattle, be glib",口,20,jué
2732,羡,sin6,"envy, admire; praise; covet",羊,12,xiàn
2733,沦,leon4,"be lost; sink, be submerged",水,7,lún
2734,沪,wu6,Shanghai; river near Shanghai,水,7,hù
2735,旷,kwong3,"extensive, wide, broad; empty",日,7,kuàng
2736,彬,ban.1,"cultivated, well-bred",彡,11,bīn
2737,芽,ngaa4,"bud, sprout, shoot",艸,7,yá
2738,狸,lei4,fox,犬,10,lí
2739,冥,ming5,"dark, gloomy, night; deep",冖,10,míng
2740,碳,taan3,carbon,石,14,tàn
2741,咧,le1,"stretch mouth, grimace, grin",口,9,liě
2742,惕,tik1,"be cautious, careful, alert",心,11,tì
2743,暑,syu2,hot,日,12,shǔ
2744,咯,gaak3,final particle,口,9,gē
2745,萝,lo4,type of creeping plant; turnip,艸,11,luó
2746,汹,hung1,"turbulent; noisy, restless",水,7,xiōng
2747,腥,seng1,"raw meat; rank, strong-smelling",肉,13,xīng
2748,窥,kwai1,"peep, watch, spy on, pry",穴,13,kuī
2749,俺,jim.3,"personal pronoun, I",人,10,ǎn
2750,潭,taam4,"deep pool, lake; deep, profound",水,15,tán
2751,崎,kei1,"rough, uneven, jagged, rugged",山,11,qí
2752,麟,leon4,female of Chinese unicorn,鹿,23,lín
2753,捡,gim2,to pick up,手,10,jiǎn
2754,拯,cing2,"help, save, aid; lift, raise",手,9,zhěng
2755,厥,kyut3,"personal pronoun he, she, it",厂,12,jué
2756,澄,cing4,"purify water by allowing sediment to settle; clear, pure",水,15,chéng
2757,萎,wai1,"wither, wilt",艸,11,wēi
2758,哉,zoi1,final exclamatory particle,口,9,zāi
2759,涡,gwo1,"swirl, whirlpool, eddy",水,10,wō
2760,滔,tou1,"overflow; rushing water, a torrent",水,13,tāo
2761,暇,haa6,"leisure, relaxation, spare time",日,13,xiá
2762,溯,sou3,"go upstream, go against current; formerly",水,13,sù
2763,鳞,leon4,fish scales,魚,20,lín
